Raw_Turbidity,Raw_Colour,Raw_PH,PAC,KMnO4,ACD,Turbidity_class
18.8,206.0,7.38,3.0,0.27,0.3,medium
211.0,500.0,6.85,4.5,0.75,0.35,high
162.5,500.0,6.85,5.0,0.5,0.75,medium
423.0,500.0,6.57,8.0,0.45,0.8,high
497.0,500.0,6.79,6.0,0.47,0.8,high
48.0,200.0,7.51,2.0,0.2,0.21,low
109.4,500.0,7.47,3.5,0.25,0.25,low
101.1,420.0,6.88,4.5,0.65,0.3,high
52.1,390.0,6.81,5.0,0.85,0.25,high
29.7,190.0,7.42,2.5,0.15,0.2,low
62.0,125.0,7.0,2.0,0.17,0.2,low
25.0,200.0,7.3,1.0,0.17,0.5,medium
50.7,298.0,7.52,1.0,0.17,0.25,low
53.1,88.0,6.29,5.0,0.4,0.35,high
72.8,500.0,6.82,4.0,0.5,0.35,high
497.0,500.0,6.69,6.5,0.47,0.8,high
39.3,199.0,7.45,3.0,0.18,0.2,medium
25.9,239.0,7.43,2.5,0.16,0.25,high
15.9,239.0,7.1,3.0,0.4,0.55,medium
79.1,500.0,6.81,4.5,0.25,0.35,high
33.5,329.0,7.25,4.0,0.4,0.45,high
22.9,185.0,7.49,1.5,0.12,0.15,low
13.2,199.0,7.44,0.5,0.22,0.25,medium
36.1,300.0,6.88,3.0,0.2,0.3,medium
142.5,500.0,7.45,2.5,0.35,0.35,medium
65.1,500.0,6.91,5.5,0.35,0.45,high
72.1,398.0,6.99,3.5,0.5,0.4,high
210.0,500.0,6.39,3.5,0.42,0.75,high
117.1,500.0,6.79,4.0,0.7,0.35,high
35.2,250.0,7.5,3.0,0.19,0.16,low
19.7,178.0,7.49,0.5,0.17,0.15,low
155.4,500.0,7.54,4.5,0.26,0.27,low
44.9,500.0,6.85,4.0,0.35,0.4,medium
19.6,206.0,6.77,4.0,0.75,0.3,medium
12.02,225.0,7.49,0.6,0.43,0.5,medium
32.1,179.0,7.46,1.0,0.15,0.16,low
37.2,386.0,6.96,2.5,0.3,0.35,medium
211.1,410.0,6.91,2.5,0.9,0.35,high
26.8,256.0,6.72,4.5,0.4,0.3,high
101.1,500.0,6.73,4.0,0.5,0.35,medium
14.6,190.0,7.44,1.0,0.24,0.25,high
295.0,500.0,6.89,5.5,0.5,0.75,low
32.3,348.0,6.55,2.0,0.52,0.65,low
69.4,500.0,7.49,4.5,0.2,0.25,high
54.0,160.0,7.52,2.0,0.45,0.5,low
34.5,288.0,6.79,2.5,0.35,0.3,medium
17.0,149.0,7.52,2.5,0.17,0.25,low
87.6,500.0,6.59,4.5,0.4,0.35,medium
35.9,416.0,6.62,4.0,0.5,0.75,medium
31.1,120.0,6.99,2.5,0.2,0.3,high
18.0,184.0,6.82,3.0,0.37,0.55,medium
59.6,348.0,6.82,2.5,0.7,0.5,high
22.0,320.0,7.0,4.5,0.42,0.75,high
17.2,212.0,7.57,2.5,0.27,0.35,low
40.6,500.0,6.89,4.5,0.4,0.75,medium
177.6,500.0,7.52,3.5,0.17,0.25,low
45.6,339.0,7.29,3.5,0.42,0.75,low
106.0,188.0,7.41,2.5,0.15,0.16,low
53.1,210.0,7.09,5.0,0.5,0.65,medium
210.8,500.0,6.82,5.0,0.5,0.3,medium
82.1,500.0,6.87,4.0,0.45,0.35,high
492.0,500.0,6.59,6.5,0.5,0.75,medium
45.3,500.0,6.25,4.5,0.45,0.65,medium
18.9,210.0,7.18,4.0,0.15,0.3,medium
61.4,121.0,7.47,3.5,0.15,0.2,low
19.8,188.0,7.02,3.5,0.22,0.35,low
16.2,172.0,7.38,1.0,0.16,0.2,low
31.6,206.0,6.82,2.0,0.5,0.3,medium
18.4,182.0,7.52,3.0,0.15,0.25,low
484.0,500.0,6.62,6.5,0.5,0.75,high
49.1,399.0,7.1,2.5,0.4,0.35,high
210.0,500.0,6.75,4.0,0.65,0.35,high
10.0,150.0,7.55,2.5,0.08,0.1,low
14.3,121.0,7.49,0.3,0.15,0.2,low
27.6,180.0,7.46,2.5,0.17,0.2,low
172.1,458.0,6.91,7.5,0.4,0.4,high
38.2,500.0,6.62,5.0,0.6,0.25,high
28.1,180.0,6.88,4.0,0.15,0.3,medium
55.4,291.0,7.55,1.5,0.2,0.25,low
21.6,152.0,7.55,2.5,0.25,0.15,low
41.7,235.0,7.45,1.5,0.25,0.15,medium
49.1,360.0,7.0,4.0,0.2,0.25,high
22.0,242.0,7.01,3.0,0.37,0.55,medium
78.0,472.0,7.14,4.5,0.5,0.65,low
6.9,162.0,7.51,2.5,0.12,0.15,low
45.1,500.0,7.65,2.5,0.12,0.12,low
496.0,500.0,7.42,6.0,0.42,0.75,medium
22.6,238.0,6.95,3.0,0.15,0.35,low
106.7,500.0,6.42,8.5,0.3,0.3,high
23.8,216.0,6.92,2.0,0.15,0.3,medium
29.7,190.0,7.45,2.0,0.12,0.15,low
115.1,500.0,6.86,3.0,0.9,0.35,high
89.3,500.0,6.58,4.5,0.4,0.2,high
59.1,385.0,6.51,2.5,0.45,0.35,low
25.4,185.0,7.59,2.5,0.19,0.25,low
23.1,120.0,7.53,3.5,0.1,0.15,low
72.1,398.0,6.99,4.0,0.5,0.4,medium
27.6,180.0,7.46,1.5,0.17,0.2,high
68.1,210.0,6.79,4.0,0.45,0.35,low
18.9,135.0,7.55,0.5,0.12,0.15,low
79.3,355.0,6.55,4.5,0.4,0.45,high
4.1,152.0,7.52,0.4,0.12,0.15,high
124.4,200.0,7.59,1.0,0.12,0.25,high
147.0,500.0,7.49,5.5,0.27,0.2,medium
206.6,500.0,6.89,4.5,0.5,0.45,medium
33.6,289.0,6.81,3.5,0.6,0.3,high
210.0,500.0,6.51,3.0,0.4,0.35,high
84.5,500.0,6.89,2.5,0.5,0.75,medium
20.1,250.0,6.7,2.0,0.5,0.3,medium
115.1,500.0,6.86,5.5,0.9,0.35,high
105.0,500.0,6.99,6.0,0.5,0.75,high
29.0,298.0,6.95,3.0,0.4,0.6,medium
16.2,172.0,7.38,2.5,0.16,0.2,low
124.4,200.0,7.59,4.0,0.12,0.25,medium
32.6,389.0,7.12,4.5,0.5,0.65,medium
19.1,185.0,7.49,3.0,0.22,0.15,low
8.5,192.0,7.52,0.8,0.12,0.1,low
88.1,500.0,6.69,4.0,0.65,0.35,high
18.8,206.0,7.38,2.0,0.27,0.3,low
54.4,420.0,6.91,2.0,0.3,0.35,medium
310.0,500.0,6.79,5.5,0.85,0.35,high
89.1,500.0,6.91,2.0,0.4,0.3,high
82.0,428.0,6.19,2.5,0.2,0.35,high
61.4,397.0,6.2,2.0,0.5,0.35,medium
45.1,500.0,7.65,3.0,0.12,0.12,low
24.6,258.0,6.85,3.5,0.2,0.35,medium
26.9,166.0,6.85,2.5,0.65,0.25,medium
89.0,500.0,6.9,4.0,0.5,0.71,medium
62.6,500.0,6.88,4.0,0.6,0.35,medium
238.6,500.0,6.75,5.5,0.7,0.35,high
31.1,220.0,6.99,2.0,0.15,0.3,high
41.1,190.0,7.45,2.5,0.12,0.25,low
15.2,295.0,6.58,2.0,0.5,0.75,medium
42.0,384.0,7.21,5.0,0.45,0.65,medium
22.4,195.0,7.49,1.0,0.55,0.65,low
15.8,225.0,7.53,3.0,0.15,0.2,medium
23.2,132.0,6.76,4.5,0.9,0.4,high
17.2,212.0,7.57,1.5,0.27,0.35,low
43.1,300.0,6.71,2.5,0.5,0.35,medium
16.8,210.0,7.48,1.5,0.27,0.3,low
52.1,390.0,6.81,2.5,0.85,0.25,high
26.8,256.0,6.72,4.0,0.4,0.3,high
16.8,337.0,7.13,5.0,0.25,0.3,low
71.6,500.0,6.79,4.5,0.5,0.35,medium
215.9,500.0,6.98,6.5,0.5,0.75,low
10.0,157.0,7.44,0.8,0.12,0.1,medium
155.4,500.0,7.59,4.5,0.26,0.27,low
22.0,242.0,7.01,1.5,0.37,0.55,medium
38.2,340.0,7.29,4.0,0.4,0.45,low
55.4,291.0,7.55,3.0,0.2,0.25,high
80.61,500.0,7.45,2.0,0.12,0.16,low
29.2,148.0,6.96,4.0,0.37,0.5,medium
55.8,500.0,6.69,5.0,0.4,0.35,high
68.6,500.0,6.56,3.5,0.25,0.35,medium
196.2,500.0,7.02,2.0,0.5,0.45,high
71.4,500.0,6.69,5.0,0.45,0.4,medium
91.3,500.0,6.69,2.0,0.4,0.35,high
64.6,189.0,6.86,3.5,0.3,0.35,medium
15.8,225.0,7.53,2.5,0.15,0.2,medium
55.0,429.0,7.12,5.0,0.5,0.65,high
418.2,500.0,6.65,5.0,0.7,0.3,high
180.0,500.0,6.79,2.5,0.2,0.35,high
20.6,264.0,7.14,1.5,0.08,0.2,low
60.1,120.0,6.91,5.0,0.4,0.35,medium
41.2,20.0,6.52,3.5,0.2,0.35,low
17.8,120.0,6.9,3.0,0.22,0.35,low
12.5,195.0,7.52,1.5,0.24,0.25,low
164.0,500.0,7.0,2.5,0.65,0.35,high
223.0,500.0,6.89,4.5,0.35,0.75,high
115.0,500.0,7.12,4.0,0.4,0.7,high
178.1,500.0,7.38,0.5,0.1,0.15,low
39.9,490.0,7.04,5.0,0.45,0.65,high
50.1,398.0,6.52,1.5,0.5,0.35,high
32.2,298.0,7.5,2.5,0.22,0.3,low
352.0,500.0,6.98,6.5,0.45,0.7,low
20.3,222.0,6.98,5.0,0.65,0.3,medium
110.0,500.0,6.9,5.0,0.5,0.75,low
128.4,500.0,6.72,5.0,0.65,0.35,high
50.1,398.0,6.52,3.0,0.5,0.35,medium
4.0,92.0,8.63,0.25,0.55,0.75,low
17.6,170.0,6.91,3.0,0.2,0.25,low
19.8,172.0,7.61,2.5,0.12,0.2,low
26.2,320.0,6.85,4.5,0.15,0.3,high
11.38,150.0,7.32,1.0,0.11,0.5,low
57.0,400.0,7.49,3.5,0.22,0.35,high
67.8,420.0,6.91,3.0,0.4,0.35,medium
55.1,350.0,6.81,1.5,0.5,0.35,high
23.6,192.0,7.35,1.5,0.15,0.25,low
72.5,472.0,7.14,4.5,0.5,0.65,high
112.6,500.0,6.82,5.0,0.75,0.35,medium
41.1,190.0,7.45,2.0,0.12,0.25,low
70.1,180.0,6.55,4.5,0.4,0.35,high
492.0,500.0,6.59,7.0,0.5,0.75,medium
492.0,500.0,7.0,5.0,0.45,0.75,high
480.0,500.0,7.01,4.0,0.45,0.75,high
36.76,150.0,7.52,1.0,0.16,0.32,low
181.1,500.0,6.79,5.0,0.6,0.3,high
115.1,500.0,6.86,4.5,0.9,0.35,high
125.0,500.0,7.45,1.5,0.12,0.25,low
12.02,225.0,7.49,1.2,0.43,0.5,low
36.8,298.0,6.62,4.5,0.5,0.3,medium
59.6,348.0,6.82,3.5,0.7,0.5,medium
63.1,438.0,7.11,4.0,0.42,0.55,medium
218.6,500.0,6.78,4.5,0.5,0.4,medium
36.8,298.0,6.62,5.0,0.5,0.3,medium
38.0,190.0,7.52,1.5,0.15,0.2,medium
41.0,456.0,6.98,4.5,0.5,0.65,medium
47.5,429.0,6.47,4.0,0.3,0.4,high
29.5,221.0,7.42,3.0,0.12,0.2,medium
14.6,329.0,6.65,4.5,0.3,0.35,low
71.1,390.0,6.73,4.5,0.72,0.4,high
49.4,285.0,7.52,2.0,0.2,0.25,high
61.9,488.0,7.25,4.5,0.4,0.75,high
22.1,124.0,7.41,2.0,0.11,0.19,low
42.0,288.0,7.58,3.5,0.19,0.25,low
20.1,199.0,7.52,0.3,0.45,0.5,low
14.3,190.0,7.5,0.5,0.17,0.25,high
11.52,152.0,7.42,3.0,0.11,0.5,low
19.2,151.0,7.55,3.5,0.2,0.12,low
54.6,500.0,6.95,3.5,0.5,0.3,medium
81.2,390.0,6.8,4.5,0.72,0.3,high
16.2,166.0,7.38,2.0,0.17,0.15,low
18.2,170.0,7.24,1.5,0.17,0.15,low
32.9,385.0,6.75,2.5,0.55,0.35,medium
22.1,200.0,7.56,3.0,0.12,0.15,low
23.2,132.0,6.76,3.0,0.9,0.4,medium
29.5,196.0,7.47,1.5,0.24,0.15,low
14.3,190.0,7.5,1.5,0.17,0.25,low
48.61,298.0,7.48,2.5,0.52,0.6,low
20.1,199.0,7.52,0.5,0.45,0.5,low
57.6,380.0,6.51,2.0,0.5,0.35,medium
480.0,500.0,7.1,6.5,0.52,0.75,high
28.1,180.0,6.88,3.0,0.15,0.3,medium
24.9,299.0,7.01,5.0,0.25,0.35,high
188.0,500.0,7.06,5.0,0.45,0.75,high
500.0,180.0,7.56,3.0,0.1,0.12,low
61.9,500.0,6.97,2.5,0.35,0.4,high
389.0,500.0,7.02,5.5,0.4,0.6,high
41.0,345.0,6.51,2.5,0.55,0.65,low
12.2,102.0,6.92,4.5,0.65,0.3,medium
47.5,429.0,6.47,1.5,0.3,0.4,medium
9.6,156.0,7.41,1.0,0.12,0.15,low
69.1,210.0,6.91,3.5,0.5,0.3,high
52.5,465.0,6.85,5.0,0.4,0.5,medium
53.1,310.0,7.0,3.0,0.65,0.3,high
82.9,500.0,6.8,4.5,0.7,0.45,medium
49.1,390.0,6.75,3.5,0.35,0.45,medium
18.1,294.0,6.35,3.5,0.5,0.75,medium
196.0,500.0,6.87,3.0,0.5,0.65,high
56.2,210.0,6.69,2.5,0.5,0.35,medium
109.2,500.0,6.79,3.5,0.7,0.35,high
26.63,180.0,7.46,3.0,0.19,0.2,low
494.6,500.0,6.52,4.5,0.6,0.35,high
12.2,102.0,6.92,2.5,0.65,0.3,medium
31.1,333.0,6.99,4.0,0.4,0.7,high
107.9,500.0,6.58,5.0,0.35,0.4,high
30.1,300.0,6.9,5.0,0.5,0.5,high
22.7,189.0,7.16,1.5,0.15,0.3,low
99.1,500.0,6.99,4.5,0.4,0.45,high
14.11,142.0,7.52,1.0,0.09,0.1,medium
89.6,500.0,7.02,3.0,0.45,0.75,high
211.1,410.0,6.91,4.5,0.9,0.35,medium
178.1,500.0,7.38,2.5,0.1,0.15,low
68.9,500.0,6.71,4.5,0.25,0.4,medium
17.22,158.0,7.41,2.5,0.12,0.2,low
35.4,500.0,7.41,0.5,0.8,2.0,medium
26.5,199.0,7.52,2.5,0.22,0.3,low
42.6,258.0,7.18,3.0,0.2,0.3,high
290.0,500.0,6.97,4.0,0.5,0.75,high
73.1,390.0,6.9,3.0,0.7,0.3,medium
15.6,166.0,7.54,2.0,0.17,0.25,low
238.6,500.0,6.75,6.0,0.7,0.35,high
51.0,45.0,6.95,1.5,0.4,0.35,high
33.5,199.0,7.57,2.0,0.24,0.15,low
61.4,121.0,7.47,4.5,0.15,0.2,high
14.9,195.0,7.55,1.0,0.12,0.1,medium
147.0,500.0,7.49,4.5,0.27,0.2,low
162.0,500.0,6.76,4.5,0.4,0.45,medium
18.9,175.0,7.25,3.0,0.15,0.3,medium
13.2,199.0,7.44,1.0,0.22,0.25,low
70.3,500.0,7.52,1.5,0.19,0.25,high
49.4,285.0,7.52,1.5,0.2,0.25,high
27.5,295.0,7.01,5.0,0.5,0.65,high
36.76,150.0,7.52,2.0,0.16,0.32,low
14.0,300.0,7.31,3.0,0.55,0.65,low
26.8,256.0,6.72,2.0,0.4,0.3,medium
80.9,500.0,7.7,0.5,0.17,0.25,high
32.5,390.0,6.78,3.0,0.55,0.35,medium
100.0,500.0,6.9,4.5,0.5,0.75,low
79.1,500.0,6.97,3.5,0.65,0.35,high
39.0,37.5,6.68,4.5,0.4,0.75,high
25.9,221.0,7.49,2.0,0.19,0.25,low
112.6,500.0,6.82,4.5,0.75,0.35,medium
24.6,280.0,6.98,3.0,0.15,0.3,medium
25.4,191.0,7.52,2.0,0.24,0.3,medium
18.9,135.0,7.55,2.0,0.12,0.15,low
22.0,390.0,7.44,2.0,0.19,0.25,low
13.2,150.0,7.44,3.5,0.16,0.25,low
13.0,167.0,7.52,1.5,0.12,0.15,medium
109.2,500.0,6.79,5.5,0.7,0.35,high
202.1,280.0,6.65,2.5,0.45,0.35,medium
26.9,166.0,6.85,2.0,0.65,0.25,low
33.5,329.0,7.25,2.5,0.4,0.45,low
265.1,500.0,6.58,4.0,0.72,0.4,medium
111.0,500.0,6.9,2.5,0.45,0.45,high
22.6,232.0,6.73,2.5,0.7,0.3,medium
35.9,416.0,6.62,3.0,0.5,0.75,medium
31.1,311.0,6.71,3.5,0.15,0.35,high
23.2,182.0,6.99,3.5,0.22,0.35,low
17.2,168.0,7.23,2.5,0.15,0.25,medium
17.0,149.0,7.52,1.0,0.17,0.25,medium
17.9,265.0,6.76,2.5,0.3,0.35,low
250.0,500.0,7.46,4.5,0.12,0.31,low
27.5,309.0,7.05,5.0,0.3,0.65,medium
17.22,158.0,7.41,3.0,0.12,0.2,low
35.31,180.0,7.55,1.0,0.1,0.16,low
6.77,102.0,8.45,1.0,0.11,0.15,low
11.2,500.0,6.89,3.5,0.75,0.45,medium
25.2,310.0,6.88,4.0,0.22,0.35,medium
91.2,500.0,6.65,3.5,0.85,0.25,medium
22.1,500.0,7.35,2.5,0.15,0.35,medium
397.0,500.0,6.81,4.5,0.8,0.35,high
26.8,256.0,6.72,3.0,0.4,0.3,medium
16.8,160.0,7.25,3.5,0.17,0.15,medium
58.1,420.0,6.91,4.0,0.3,0.4,high
51.7,310.0,6.71,4.5,0.5,0.3,high
20.1,120.0,7.32,1.5,0.1,0.15,low
84.5,500.0,6.89,5.0,0.5,0.75,medium
245.4,400.0,7.52,4.5,0.17,0.25,high
20.1,290.0,6.63,3.0,0.6,0.75,medium
36.4,185.0,7.57,3.0,0.26,0.15,medium
27.9,292.0,6.23,4.0,0.25,0.35,medium
122.0,500.0,7.59,3.0,0.2,0.35,high
53.0,500.0,6.99,3.0,0.5,0.35,high
116.0,500.0,6.78,3.5,0.5,0.3,medium
19.5,192.0,7.42,1.5,0.12,0.5,low
73.1,390.0,6.9,2.0,0.7,0.3,medium
89.0,500.0,6.9,5.0,0.5,0.71,high
55.9,295.0,7.49,2.5,0.24,0.3,high
28.9,299.0,6.5,4.5,0.6,0.75,high
24.6,280.0,6.98,4.5,0.15,0.3,high
24.1,278.0,6.53,3.0,0.5,0.75,medium
28.8,182.0,7.38,1.5,0.11,0.15,low
52.8,429.0,6.79,4.5,0.7,0.35,high
19.2,329.0,6.81,4.0,0.55,0.65,medium
180.0,500.0,6.59,4.5,0.5,0.65,medium
16.8,160.0,7.25,2.0,0.17,0.15,low
26.11,150.0,7.46,0.5,0.11,0.12,low
32.3,199.0,7.4,2.5,0.2,0.15,high
490.0,500.0,6.83,4.0,0.6,0.75,high
18.9,162.0,7.43,1.5,0.12,0.2,low
20.8,289.0,6.89,3.0,0.15,0.3,low
71.4,500.0,6.69,7.0,0.45,0.4,medium
27.6,180.0,7.46,2.0,0.17,0.2,low
252.3,500.0,6.56,4.5,0.75,0.45,high
17.5,189.0,7.52,2.0,0.11,0.15,low
19.9,210.0,7.89,1.0,0.17,0.25,low
297.5,500.0,7.52,3.0,0.25,0.35,high
46.2,414.0,7.06,3.5,0.37,0.65,low
6.77,102.0,8.45,0.3,0.11,0.15,low
29.1,320.0,6.99,3.5,0.6,0.75,low
29.1,350.0,6.81,3.5,0.5,0.3,medium
35.29,150.0,7.55,2.0,0.16,0.12,low
497.0,500.0,6.69,5.5,0.47,0.8,high
56.1,310.0,6.91,4.0,0.6,0.35,high
58.2,400.0,7.25,1.5,0.11,0.15,low
187.4,500.0,7.43,3.5,0.29,0.25,medium
19.2,182.0,7.42,3.0,0.2,0.15,medium
32.11,192.0,7.42,2.0,0.11,0.5,low
155.4,500.0,7.59,6.0,0.26,0.27,medium
39.0,37.5,6.68,3.5,0.4,0.75,high
65.8,500.0,6.88,3.0,0.5,0.65,medium
91.0,500.0,6.77,2.5,0.35,0.45,medium
89.6,500.0,7.02,4.0,0.45,0.75,medium
68.1,210.0,6.79,2.5,0.45,0.35,low
37.0,500.0,7.15,3.0,0.17,0.21,low
22.4,195.0,7.49,2.5,0.55,0.65,low
71.9,500.0,7.01,5.0,0.35,0.3,high
59.1,385.0,6.51,4.0,0.45,0.35,high
57.5,195.0,7.47,4.0,0.2,0.25,high
36.4,185.0,7.57,1.5,0.26,0.15,medium
20.3,180.0,7.12,3.0,0.15,0.25,medium
29.1,400.0,6.85,3.5,0.4,0.3,high
13.6,168.0,7.5,3.0,0.08,0.1,low
24.2,298.0,7.01,3.0,0.25,0.35,low
35.31,180.0,7.55,1.5,0.1,0.16,low
72.7,123.0,7.49,3.5,0.1,0.3,high
495.0,500.0,6.65,4.5,0.5,0.75,medium
39.1,399.0,7.07,4.5,0.35,0.45,high
101.0,500.0,6.89,5.5,0.5,0.75,medium
16.8,160.0,7.25,3.0,0.17,0.15,medium
31.6,206.0,6.82,3.5,0.5,0.3,medium
10.0,157.0,7.44,1.0,0.12,0.1,high
210.0,500.0,6.88,4.5,0.25,0.55,medium
210.0,500.0,6.88,2.5,0.25,0.55,high
20.3,222.0,6.98,3.0,0.65,0.3,medium
48.2,188.0,7.45,3.0,0.2,0.35,low
297.5,500.0,7.52,5.5,0.25,0.35,high
20.6,264.0,7.14,2.0,0.08,0.2,medium
98.2,400.0,7.46,2.5,0.2,0.2,low
14.21,142.0,7.52,0.2,0.12,0.1,high
41.1,180.0,7.45,2.5,0.17,0.21,low
14.2,152.0,7.56,0.5,0.12,0.15,medium
18.2,156.0,7.06,2.0,0.16,0.25,low
39.31,275.0,7.42,1.5,0.12,0.2,low
16.2,166.0,7.38,0.5,0.17,0.15,low
51.7,310.0,6.71,3.5,0.5,0.3,medium
68.6,500.0,6.56,5.5,0.25,0.35,medium
56.22,302.0,7.55,1.5,0.17,0.37,low
55.8,500.0,6.69,3.0,0.4,0.35,medium
24.1,279.0,6.33,2.5,0.5,0.75,high
55.6,500.0,6.82,4.5,0.4,0.35,low
22.1,155.0,7.45,2.0,0.16,0.21,low
64.6,189.0,6.86,5.0,0.3,0.35,high
390.0,500.0,6.55,5.5,0.4,0.45,medium
25.4,191.0,7.52,2.5,0.24,0.3,medium
21.9,300.0,7.0,5.0,0.25,0.35,high
83.1,430.0,7.36,1.0,0.2,0.3,low
34.6,336.0,6.82,4.5,0.7,0.25,high
210.0,500.0,7.45,3.0,0.18,0.25,low
41.0,430.0,7.1,3.0,0.6,0.35,high
34.5,302.0,6.99,2.5,0.8,0.35,high
52.1,390.0,6.81,4.5,0.85,0.25,high
55.9,295.0,7.49,0.5,0.24,0.3,high
29.5,196.0,7.47,3.0,0.24,0.15,medium
32.3,348.0,6.55,3.0,0.52,0.65,low
29.1,325.0,6.99,3.0,0.4,0.7,high
110.0,500.0,6.99,3.0,0.7,0.35,high
21.1,125.0,6.9,3.5,0.2,0.35,low
284.8,500.0,6.78,4.5,0.35,0.4,high
19.5,176.0,7.42,1.0,0.11,0.15,low
53.2,289.0,6.82,3.0,0.7,0.45,high
51.4,250.0,7.6,3.0,0.21,0.25,medium
69.1,210.0,6.91,4.0,0.5,0.3,high
25.9,221.0,7.49,1.5,0.19,0.25,low
63.1,390.0,6.91,4.0,0.3,0.45,high
54.4,420.0,6.91,3.5,0.3,0.35,high
21.7,286.0,6.61,3.5,0.5,0.75,low
22.7,189.0,7.16,2.5,0.15,0.3,low
73.1,390.0,6.82,1.5,0.25,0.45,high
22.4,195.0,7.49,3.5,0.55,0.65,low
16.9,221.0,7.0,1.5,0.5,0.65,high
22.1,200.0,7.56,1.5,0.12,0.15,low
80.1,398.0,6.8,3.5,0.5,0.35,high
41.2,20.0,6.52,2.5,0.2,0.35,low
252.3,500.0,6.56,4.0,0.75,0.45,high
188.0,500.0,6.82,3.0,0.5,0.75,high
82.0,385.0,7.1,3.0,0.4,0.75,high
38.0,359.0,7.0,3.5,0.4,0.65,low
188.0,500.0,6.82,4.0,0.5,0.75,high
30.0,390.0,7.19,4.5,0.5,0.75,medium
24.2,298.0,7.01,3.5,0.25,0.35,low
101.0,500.0,6.89,3.0,0.5,0.75,high
19.0,189.0,7.51,0.5,0.15,0.25,medium
26.4,270.0,6.91,3.0,0.2,0.3,low
20.1,250.0,6.7,4.0,0.5,0.3,medium
15.8,225.0,7.53,1.5,0.15,0.2,medium
24.5,300.0,7.55,1.0,0.27,0.3,high
11.8,500.0,7.7,0.5,0.45,0.55,high
19.9,210.0,7.89,3.0,0.17,0.25,low
24.6,280.0,6.98,3.5,0.15,0.3,medium
53.1,210.0,7.09,4.5,0.5,0.65,medium
22.7,185.0,7.39,0.5,0.2,0.2,low
28.9,299.0,6.5,4.0,0.6,0.75,low
99.1,500.0,6.99,5.5,0.4,0.45,medium
93.0,429.0,7.0,3.5,0.2,0.35,high
31.1,235.0,6.65,5.0,0.75,0.3,high
33.6,238.0,6.65,3.5,0.65,0.4,medium
19.8,172.0,7.61,3.0,0.12,0.2,low
128.4,500.0,6.72,4.0,0.65,0.35,medium
35.2,180.0,7.45,2.5,0.2,0.35,low
25.0,300.0,7.03,2.5,0.25,0.35,low
24.6,280.0,6.72,4.0,0.2,0.3,medium
28.2,189.0,7.38,2.5,0.27,0.35,low
51.1,390.0,6.99,4.5,0.9,0.3,medium
39.1,500.0,6.99,4.0,0.5,0.75,low
9.6,176.0,7.48,0.2,0.95,3.0,low
193.7,500.0,7.47,6.0,0.26,0.27,low
48.5,500.0,6.85,5.0,0.43,0.7,medium
21.7,286.0,6.61,2.5,0.5,0.75,medium
21.1,310.0,6.88,2.0,0.15,0.3,high
89.3,500.0,6.58,4.0,0.4,0.2,medium
109.2,500.0,6.79,6.0,0.7,0.35,high
390.0,500.0,6.55,4.5,0.4,0.45,high
53.2,500.0,7.4,3.5,0.8,0.2,medium
19.5,199.0,7.45,1.0,0.1,0.2,low
164.0,500.0,7.0,3.5,0.65,0.35,high
45.3,500.0,6.25,2.0,0.45,0.65,high
53.1,310.0,7.0,2.5,0.65,0.3,high
210.0,500.0,6.39,3.0,0.42,0.75,high
19.1,190.0,6.99,3.5,0.22,0.35,medium
51.1,390.0,6.99,4.0,0.9,0.3,medium
38.9,49.0,7.35,3.5,0.65,0.3,high
22.5,180.0,7.52,2.5,0.11,0.15,low
33.1,319.0,6.6,4.5,0.6,0.35,high
196.2,500.0,7.02,3.0,0.5,0.45,high
22.9,185.0,7.49,3.0,0.12,0.15,low
43.6,481.0,6.51,4.5,0.6,0.4,medium
36.76,150.0,7.52,0.5,0.16,0.32,low
39.1,500.0,6.99,4.5,0.5,0.75,low
69.1,210.0,6.91,2.5,0.5,0.3,high
111.0,500.0,6.9,3.5,0.45,0.45,medium
27.1,320.0,6.71,2.0,0.15,0.35,high
19.3,210.0,6.56,2.5,0.24,0.35,medium
78.0,496.0,6.49,4.0,0.2,0.65,medium
65.4,395.0,7.49,4.0,0.12,0.25,low
168.0,500.0,7.45,2.5,0.3,0.35,low
21.6,188.0,7.06,2.0,0.25,0.35,medium
31.5,310.0,6.81,4.0,0.4,0.35,medium
56.22,302.0,7.55,2.5,0.17,0.37,low
29.2,148.0,6.96,5.0,0.37,0.5,high
23.5,238.0,7.53,3.0,0.11,0.15,low
41.2,20.0,6.52,4.5,0.2,0.35,low
18.0,195.0,7.49,2.0,0.22,0.25,low
87.2,478.0,6.6,4.5,0.5,0.75,medium
490.0,500.0,6.83,5.0,0.6,0.75,medium
28.5,199.0,7.56,2.0,0.22,0.15,low
21.1,310.0,7.01,2.5,0.25,0.35,medium
40.1,500.0,6.9,4.5,0.4,0.35,high
110.0,500.0,6.85,5.0,0.3,0.55,medium
105.0,500.0,6.99,4.5,0.5,0.75,high
25.1,225.0,6.8,3.5,0.2,0.35,low
51.1,390.0,6.99,2.5,0.9,0.3,high
35.2,250.0,7.5,2.0,0.19,0.16,low
25.4,185.0,7.59,1.5,0.19,0.25,low
61.4,121.0,7.47,2.5,0.15,0.2,low
53.2,500.0,7.4,2.5,0.8,0.2,low
352.0,500.0,6.98,5.5,0.45,0.7,high
22.1,165.0,7.45,1.0,0.12,0.16,low
65.1,500.0,6.91,3.0,0.35,0.45,high
